"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","662","User can login successfully","Chromium","2026-09-04","passed","2026-09-04","Login Feature","login.spec.ts","",""
"","1074","User can login successfully","Firefox","2026-09-04","passed","2026-09-04","Login Feature","login.spec.ts","",""
"","2503","get started link","Firefox","2026-09-04","passed","2026-09-04","","example.spec.ts","",""
"","300","Validate GET users API","Chromium","2026-09-04","passed","2026-09-04","API Tests - ReqRes","api.spec.ts","",""
"","971","has title","Chromium","2026-09-04","passed","2026-09-04","","example.spec.ts","",""
"","86","Validate GET users API","WebKit","2026-09-04","passed","2026-09-04","API Tests - ReqRes","api.spec.ts","",""
"","1072","get started link","Chromium","2026-09-04","passed","2026-09-04","","example.spec.ts","",""
"","2423","has title","Firefox","2026-09-04","passed","2026-09-04","","example.spec.ts","",""
"","7591","has title","WebKit","2026-09-04","passed","2026-09-04","","example.spec.ts","",""
"","90","Validate GET users API","Firefox","2026-09-04","passed","2026-09-04","API Tests - ReqRes","api.spec.ts","",""
"","8643","get started link","WebKit","2026-09-04","passed","2026-09-04","","example.spec.ts","",""
"","1674","User can login successfully","WebKit","2026-09-04","passed","2026-09-04","Login Feature","login.spec.ts","",""
