"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1004","has title","Chromium","2026-08-07","passed","2026-08-07","","example.spec.ts","",""
"","1689","User can login successfully","WebKit","2026-08-07","passed","2026-08-07","Login Feature","login.spec.ts","",""
"","1092","get started link","Chromium","2026-08-07","passed","2026-08-07","","example.spec.ts","",""
"","2233","has title","Firefox","2026-08-07","passed","2026-08-07","","example.spec.ts","",""
"","758","User can login successfully","Chromium","2026-08-07","passed","2026-08-07","Login Feature","login.spec.ts","",""
"","87","Validate GET users API","Firefox","2026-08-07","passed","2026-08-07","API Tests - ReqRes","api.spec.ts","",""
"","7537","get started link","WebKit","2026-08-07","passed","2026-08-07","","example.spec.ts","",""
"","2757","get started link","Firefox","2026-08-07","passed","2026-08-07","","example.spec.ts","",""
"","925","User can login successfully","Firefox","2026-08-07","passed","2026-08-07","Login Feature","login.spec.ts","",""
"","74","Validate GET users API","WebKit","2026-08-07","passed","2026-08-07","API Tests - ReqRes","api.spec.ts","",""
"","312","Validate GET users API","Chromium","2026-08-07","passed","2026-08-07","API Tests - ReqRes","api.spec.ts","",""
"","6465","has title","WebKit","2026-08-07","passed","2026-08-07","","example.spec.ts","",""
