"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","102","Validate GET users API","Firefox","2026-09-05","passed","2026-09-05","API Tests - ReqRes","api.spec.ts","",""
"","2718","get started link","Firefox","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","970","User can login successfully","Firefox","2026-09-05","passed","2026-09-05","Login Feature","login.spec.ts","",""
"","7083","get started link","WebKit","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","5629","has title","WebKit","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","337","Validate GET users API","Chromium","2026-09-05","passed","2026-09-05","API Tests - ReqRes","api.spec.ts","",""
"","874","has title","Chromium","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","1813","User can login successfully","WebKit","2026-09-05","passed","2026-09-05","Login Feature","login.spec.ts","",""
"","2201","has title","Firefox","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","1054","get started link","Chromium","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","97","Validate GET users API","WebKit","2026-09-05","passed","2026-09-05","API Tests - ReqRes","api.spec.ts","",""
"","801","User can login successfully","Chromium","2026-09-05","passed","2026-09-05","Login Feature","login.spec.ts","",""
