"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7007","has title","WebKit","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","314","Validate GET users API","Chromium","2026-08-27","passed","2026-08-27","API Tests - ReqRes","api.spec.ts","",""
"","1973","User can login successfully","WebKit","2026-08-27","passed","2026-08-27","Login Feature","login.spec.ts","",""
"","96","Validate GET users API","Firefox","2026-08-27","passed","2026-08-27","API Tests - ReqRes","api.spec.ts","",""
"","970","has title","Chromium","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","101","Validate GET users API","WebKit","2026-08-27","passed","2026-08-27","API Tests - ReqRes","api.spec.ts","",""
"","983","User can login successfully","Firefox","2026-08-27","passed","2026-08-27","Login Feature","login.spec.ts","",""
"","8690","get started link","WebKit","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","2823","get started link","Firefox","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","2386","has title","Firefox","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","775","User can login successfully","Chromium","2026-08-27","passed","2026-08-27","Login Feature","login.spec.ts","",""
"","1137","get started link","Chromium","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
