"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1063","get started link","Chromium","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","2798","get started link","Firefox","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","998","User can login successfully","Firefox","2026-09-20","passed","2026-09-20","Login Feature","login.spec.ts","",""
"","5584","get started link","WebKit","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","4602","has title","WebKit","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","89","Validate GET users API","WebKit","2026-09-20","passed","2026-09-20","API Tests - ReqRes","api.spec.ts","",""
"","2198","has title","Firefox","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","977","has title","Chromium","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","316","Validate GET users API","Chromium","2026-09-20","passed","2026-09-20","API Tests - ReqRes","api.spec.ts","",""
"","87","Validate GET users API","Firefox","2026-09-20","passed","2026-09-20","API Tests - ReqRes","api.spec.ts","",""
"","698","User can login successfully","Chromium","2026-09-20","passed","2026-09-20","Login Feature","login.spec.ts","",""
"","1687","User can login successfully","WebKit","2026-09-20","passed","2026-09-20","Login Feature","login.spec.ts","",""
