"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1563","User can login successfully","WebKit","2026-08-08","passed","2026-08-08","Login Feature","login.spec.ts","",""
"","1015","User can login successfully","Firefox","2026-08-08","passed","2026-08-08","Login Feature","login.spec.ts","",""
"","669","User can login successfully","Chromium","2026-08-08","passed","2026-08-08","Login Feature","login.spec.ts","",""
"","87","Validate GET users API","WebKit","2026-08-08","passed","2026-08-08","API Tests - ReqRes","api.spec.ts","",""
"","2294","has title","Firefox","2026-08-08","passed","2026-08-08","","example.spec.ts","",""
"","107","Validate GET users API","Firefox","2026-08-08","passed","2026-08-08","API Tests - ReqRes","api.spec.ts","",""
"","6238","has title","WebKit","2026-08-08","passed","2026-08-08","","example.spec.ts","",""
"","1134","get started link","Chromium","2026-08-08","passed","2026-08-08","","example.spec.ts","",""
"","296","Validate GET users API","Chromium","2026-08-08","passed","2026-08-08","API Tests - ReqRes","api.spec.ts","",""
"","2611","get started link","Firefox","2026-08-08","passed","2026-08-08","","example.spec.ts","",""
"","7105","get started link","WebKit","2026-08-08","passed","2026-08-08","","example.spec.ts","",""
"","932","has title","Chromium","2026-08-08","passed","2026-08-08","","example.spec.ts","",""
