"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","825","User can login successfully","Chromium","2026-07-01","passed","2026-07-01","Login Feature","login.spec.ts","",""
"","90","Validate GET users API","WebKit","2026-07-01","passed","2026-07-01","API Tests - ReqRes","api.spec.ts","",""
"","1741","User can login successfully","WebKit","2026-07-01","passed","2026-07-01","Login Feature","login.spec.ts","",""
"","280","Validate GET users API","Chromium","2026-07-01","passed","2026-07-01","API Tests - ReqRes","api.spec.ts","",""
"","91","Validate GET users API","Firefox","2026-07-01","passed","2026-07-01","API Tests - ReqRes","api.spec.ts","",""
"","2776","get started link","Firefox","2026-07-01","passed","2026-07-01","","example.spec.ts","",""
"","2231","has title","Firefox","2026-07-01","passed","2026-07-01","","example.spec.ts","",""
"","5056","has title","WebKit","2026-07-01","passed","2026-07-01","","example.spec.ts","",""
"","984","get started link","Chromium","2026-07-01","passed","2026-07-01","","example.spec.ts","",""
"","961","has title","Chromium","2026-07-01","passed","2026-07-01","","example.spec.ts","",""
"","1010","User can login successfully","Firefox","2026-07-01","passed","2026-07-01","Login Feature","login.spec.ts","",""
"","6081","get started link","WebKit","2026-07-01","passed","2026-07-01","","example.spec.ts","",""
