"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1329","get started link","Chromium","2026-08-05","passed","2026-08-05","","example.spec.ts","",""
"","8711","get started link","WebKit","2026-08-05","passed","2026-08-05","","example.spec.ts","",""
"","1918","User can login successfully","WebKit","2026-08-05","passed","2026-08-05","Login Feature","login.spec.ts","",""
"","83","Validate GET users API","WebKit","2026-08-05","passed","2026-08-05","API Tests - ReqRes","api.spec.ts","",""
"","707","User can login successfully","Chromium","2026-08-05","passed","2026-08-05","Login Feature","login.spec.ts","",""
"","2430","has title","Firefox","2026-08-05","passed","2026-08-05","","example.spec.ts","",""
"","2890","get started link","Firefox","2026-08-05","passed","2026-08-05","","example.spec.ts","",""
"","966","User can login successfully","Firefox","2026-08-05","passed","2026-08-05","Login Feature","login.spec.ts","",""
"","6799","has title","WebKit","2026-08-05","passed","2026-08-05","","example.spec.ts","",""
"","110","Validate GET users API","Firefox","2026-08-05","passed","2026-08-05","API Tests - ReqRes","api.spec.ts","",""
"","1152","has title","Chromium","2026-08-05","passed","2026-08-05","","example.spec.ts","",""
"","380","Validate GET users API","Chromium","2026-08-05","passed","2026-08-05","API Tests - ReqRes","api.spec.ts","",""
