"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2419","has title","Firefox","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","2439","get started link","Firefox","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","91","Validate GET users API","WebKit","2026-08-10","passed","2026-08-10","API Tests - ReqRes","api.spec.ts","",""
"","89","Validate GET users API","Firefox","2026-08-10","passed","2026-08-10","API Tests - ReqRes","api.spec.ts","",""
"","293","Validate GET users API","Chromium","2026-08-10","passed","2026-08-10","API Tests - ReqRes","api.spec.ts","",""
"","15560","get started link","WebKit","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","1333","User can login successfully","Firefox","2026-08-10","passed","2026-08-10","Login Feature","login.spec.ts","",""
"","1142","has title","Chromium","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","14734","has title","WebKit","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","2132","User can login successfully","WebKit","2026-08-10","passed","2026-08-10","Login Feature","login.spec.ts","",""
"","898","User can login successfully","Chromium","2026-08-10","passed","2026-08-10","Login Feature","login.spec.ts","",""
"","1272","get started link","Chromium","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
