"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5854","has title","WebKit","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","281","Validate GET users API","Chromium","2026-07-26","passed","2026-07-26","API Tests - ReqRes","api.spec.ts","",""
"","636","User can login successfully","Chromium","2026-07-26","passed","2026-07-26","Login Feature","login.spec.ts","",""
"","90","Validate GET users API","WebKit","2026-07-26","passed","2026-07-26","API Tests - ReqRes","api.spec.ts","",""
"","885","User can login successfully","Firefox","2026-07-26","passed","2026-07-26","Login Feature","login.spec.ts","",""
"","7403","get started link","WebKit","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","2733","get started link","Firefox","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","1922","User can login successfully","WebKit","2026-07-26","passed","2026-07-26","Login Feature","login.spec.ts","",""
"","2218","has title","Firefox","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","966","has title","Chromium","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","1079","get started link","Chromium","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","117","Validate GET users API","Firefox","2026-07-26","passed","2026-07-26","API Tests - ReqRes","api.spec.ts","",""
