"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","94","Validate GET users API","WebKit","2026-07-13","passed","2026-07-13","API Tests - ReqRes","api.spec.ts","",""
"","926","has title","Chromium","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","712","User can login successfully","Chromium","2026-07-13","passed","2026-07-13","Login Feature","login.spec.ts","",""
"","97","Validate GET users API","Firefox","2026-07-13","passed","2026-07-13","API Tests - ReqRes","api.spec.ts","",""
"","7497","get started link","WebKit","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","2880","get started link","Firefox","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","5923","has title","WebKit","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","1791","User can login successfully","WebKit","2026-07-13","passed","2026-07-13","Login Feature","login.spec.ts","",""
"","1136","get started link","Chromium","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","951","User can login successfully","Firefox","2026-07-13","passed","2026-07-13","Login Feature","login.spec.ts","",""
"","324","Validate GET users API","Chromium","2026-07-13","passed","2026-07-13","API Tests - ReqRes","api.spec.ts","",""
"","2367","has title","Firefox","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
