"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","78","Validate GET users API","WebKit","2026-06-13","passed","2026-06-13","API Tests - ReqRes","api.spec.ts","",""
"","247","Validate GET users API","Chromium","2026-06-13","passed","2026-06-13","API Tests - ReqRes","api.spec.ts","",""
"","2258","has title","Firefox","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","7189","get started link","WebKit","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","915","has title","Chromium","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","5780","has title","WebKit","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","87","Validate GET users API","Firefox","2026-06-13","passed","2026-06-13","API Tests - ReqRes","api.spec.ts","",""
"","808","User can login successfully","Chromium","2026-06-13","passed","2026-06-13","Login Feature","login.spec.ts","",""
"","2598","get started link","Firefox","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","983","get started link","Chromium","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","1711","User can login successfully","WebKit","2026-06-13","passed","2026-06-13","Login Feature","login.spec.ts","",""
"","1019","User can login successfully","Firefox","2026-06-13","passed","2026-06-13","Login Feature","login.spec.ts","",""
