"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3640","get started link","Firefox","2026-07-10","passed","2026-07-10","","example.spec.ts","",""
"","7766","has title","WebKit","2026-07-10","passed","2026-07-10","","example.spec.ts","",""
"","10596","get started link","WebKit","2026-07-10","passed","2026-07-10","","example.spec.ts","",""
"","248","Validate GET users API","Chromium","2026-07-10","passed","2026-07-10","API Tests - ReqRes","api.spec.ts","",""
"","101","Validate GET users API","WebKit","2026-07-10","passed","2026-07-10","API Tests - ReqRes","api.spec.ts","",""
"","2266","User can login successfully","WebKit","2026-07-10","passed","2026-07-10","Login Feature","login.spec.ts","",""
"","630","User can login successfully","Chromium","2026-07-10","passed","2026-07-10","Login Feature","login.spec.ts","",""
"","2816","has title","Firefox","2026-07-10","passed","2026-07-10","","example.spec.ts","",""
"","1053","User can login successfully","Firefox","2026-07-10","passed","2026-07-10","Login Feature","login.spec.ts","",""
"","1142","has title","Chromium","2026-07-10","passed","2026-07-10","","example.spec.ts","",""
"","97","Validate GET users API","Firefox","2026-07-10","passed","2026-07-10","API Tests - ReqRes","api.spec.ts","",""
"","1308","get started link","Chromium","2026-07-10","passed","2026-07-10","","example.spec.ts","",""
