"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","150","Validate GET users API","Chromium","2026-06-15","passed","2026-06-15","API Tests - ReqRes","api.spec.ts","",""
"","6204","has title","WebKit","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","792","User can login successfully","Chromium","2026-06-15","passed","2026-06-15","Login Feature","login.spec.ts","",""
"","2293","has title","Firefox","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","975","User can login successfully","Firefox","2026-06-15","passed","2026-06-15","Login Feature","login.spec.ts","",""
"","1098","get started link","Chromium","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","945","has title","Chromium","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","2681","get started link","Firefox","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","7153","get started link","WebKit","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","79","Validate GET users API","WebKit","2026-06-15","passed","2026-06-15","API Tests - ReqRes","api.spec.ts","",""
"","91","Validate GET users API","Firefox","2026-06-15","passed","2026-06-15","API Tests - ReqRes","api.spec.ts","",""
"","1605","User can login successfully","WebKit","2026-06-15","passed","2026-06-15","Login Feature","login.spec.ts","",""
