"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6315","has title","WebKit","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","149","Validate GET users API","Chromium","2026-09-22","passed","2026-09-22","API Tests - ReqRes","api.spec.ts","",""
"","8172","get started link","WebKit","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","1135","has title","Chromium","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","1393","get started link","Chromium","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","930","User can login successfully","Firefox","2026-09-22","passed","2026-09-22","Login Feature","login.spec.ts","",""
"","1954","User can login successfully","WebKit","2026-09-22","passed","2026-09-22","Login Feature","login.spec.ts","",""
"","80","Validate GET users API","Firefox","2026-09-22","passed","2026-09-22","API Tests - ReqRes","api.spec.ts","",""
"","2725","get started link","Firefox","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","78","Validate GET users API","WebKit","2026-09-22","passed","2026-09-22","API Tests - ReqRes","api.spec.ts","",""
"","2154","has title","Firefox","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","866","User can login successfully","Chromium","2026-09-22","passed","2026-09-22","Login Feature","login.spec.ts","",""
