"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","929","User can login successfully","Chromium","2026-06-17","passed","2026-06-17","Login Feature","login.spec.ts","",""
"","4973","get started link","WebKit","2026-06-17","passed","2026-06-17","","example.spec.ts","",""
"","131","Validate GET users API","WebKit","2026-06-17","passed","2026-06-17","API Tests - ReqRes","api.spec.ts","",""
"","911","has title","Chromium","2026-06-17","passed","2026-06-17","","example.spec.ts","",""
"","134","Validate GET users API","Firefox","2026-06-17","passed","2026-06-17","API Tests - ReqRes","api.spec.ts","",""
"","2196","has title","Firefox","2026-06-17","passed","2026-06-17","","example.spec.ts","",""
"","1205","User can login successfully","Firefox","2026-06-17","passed","2026-06-17","Login Feature","login.spec.ts","",""
"","1598","User can login successfully","WebKit","2026-06-17","passed","2026-06-17","Login Feature","login.spec.ts","",""
"","987","get started link","Chromium","2026-06-17","passed","2026-06-17","","example.spec.ts","",""
"","391","Validate GET users API","Chromium","2026-06-17","passed","2026-06-17","API Tests - ReqRes","api.spec.ts","",""
"","4207","has title","WebKit","2026-06-17","passed","2026-06-17","","example.spec.ts","",""
"","2778","get started link","Firefox","2026-06-17","passed","2026-06-17","","example.spec.ts","",""
