"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","881","User can login successfully","Firefox","2026-07-12","passed","2026-07-12","Login Feature","login.spec.ts","",""
"","944","get started link","Chromium","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","142","Validate GET users API","Chromium","2026-07-12","passed","2026-07-12","API Tests - ReqRes","api.spec.ts","",""
"","838","User can login successfully","Chromium","2026-07-12","passed","2026-07-12","Login Feature","login.spec.ts","",""
"","96","Validate GET users API","WebKit","2026-07-12","passed","2026-07-12","API Tests - ReqRes","api.spec.ts","",""
"","4049","get started link","WebKit","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","2057","get started link","Firefox","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","94","Validate GET users API","Firefox","2026-07-12","passed","2026-07-12","API Tests - ReqRes","api.spec.ts","",""
"","824","has title","Chromium","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","2381","has title","WebKit","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","1757","User can login successfully","WebKit","2026-07-12","passed","2026-07-12","Login Feature","login.spec.ts","",""
"","1773","has title","Firefox","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
