"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1067","get started link","Chromium","2026-07-23","passed","2026-07-23","","example.spec.ts","",""
"","4577","has title","WebKit","2026-07-23","passed","2026-07-23","","example.spec.ts","",""
"","412","Validate GET users API","Chromium","2026-07-23","passed","2026-07-23","API Tests - ReqRes","api.spec.ts","",""
"","1026","User can login successfully","Firefox","2026-07-23","passed","2026-07-23","Login Feature","login.spec.ts","",""
"","5560","get started link","WebKit","2026-07-23","passed","2026-07-23","","example.spec.ts","",""
"","83","Validate GET users API","WebKit","2026-07-23","passed","2026-07-23","API Tests - ReqRes","api.spec.ts","",""
"","2722","get started link","Firefox","2026-07-23","passed","2026-07-23","","example.spec.ts","",""
"","1707","User can login successfully","WebKit","2026-07-23","passed","2026-07-23","Login Feature","login.spec.ts","",""
"","805","has title","Chromium","2026-07-23","passed","2026-07-23","","example.spec.ts","",""
"","81","Validate GET users API","Firefox","2026-07-23","passed","2026-07-23","API Tests - ReqRes","api.spec.ts","",""
"","2458","has title","Firefox","2026-07-23","passed","2026-07-23","","example.spec.ts","",""
"","766","User can login successfully","Chromium","2026-07-23","passed","2026-07-23","Login Feature","login.spec.ts","",""
