"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7754","has title","WebKit","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","88","Validate GET users API","WebKit","2026-07-07","passed","2026-07-07","API Tests - ReqRes","api.spec.ts","",""
"","1123","get started link","Chromium","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","915","User can login successfully","Firefox","2026-07-07","passed","2026-07-07","Login Feature","login.spec.ts","",""
"","1918","User can login successfully","WebKit","2026-07-07","passed","2026-07-07","Login Feature","login.spec.ts","",""
"","129","Validate GET users API","Firefox","2026-07-07","passed","2026-07-07","API Tests - ReqRes","api.spec.ts","",""
"","328","Validate GET users API","Chromium","2026-07-07","passed","2026-07-07","API Tests - ReqRes","api.spec.ts","",""
"","1000","has title","Chromium","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","10643","get started link","WebKit","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","773","User can login successfully","Chromium","2026-07-07","passed","2026-07-07","Login Feature","login.spec.ts","",""
"","2882","get started link","Firefox","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","2397","has title","Firefox","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
