"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2374","has title","Firefox","2026-07-19","passed","2026-07-19","","example.spec.ts","",""
"","918","User can login successfully","Firefox","2026-07-19","passed","2026-07-19","Login Feature","login.spec.ts","",""
"","1663","User can login successfully","WebKit","2026-07-19","passed","2026-07-19","Login Feature","login.spec.ts","",""
"","630","User can login successfully","Chromium","2026-07-19","passed","2026-07-19","Login Feature","login.spec.ts","",""
"","2784","get started link","Firefox","2026-07-19","passed","2026-07-19","","example.spec.ts","",""
"","1086","get started link","Chromium","2026-07-19","passed","2026-07-19","","example.spec.ts","",""
"","6733","has title","WebKit","2026-07-19","passed","2026-07-19","","example.spec.ts","",""
"","7781","get started link","WebKit","2026-07-19","passed","2026-07-19","","example.spec.ts","",""
"","251","Validate GET users API","Chromium","2026-07-19","passed","2026-07-19","API Tests - ReqRes","api.spec.ts","",""
"","91","Validate GET users API","WebKit","2026-07-19","passed","2026-07-19","API Tests - ReqRes","api.spec.ts","",""
"","84","Validate GET users API","Firefox","2026-07-19","passed","2026-07-19","API Tests - ReqRes","api.spec.ts","",""
"","1086","has title","Chromium","2026-07-19","passed","2026-07-19","","example.spec.ts","",""
