"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1143","User can login successfully","Firefox","2026-07-06","passed","2026-07-06","Login Feature","login.spec.ts","",""
"","1063","get started link","Chromium","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","5952","get started link","WebKit","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","4679","has title","WebKit","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","827","User can login successfully","Chromium","2026-07-06","passed","2026-07-06","Login Feature","login.spec.ts","",""
"","935","has title","Chromium","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","112","Validate GET users API","Firefox","2026-07-06","passed","2026-07-06","API Tests - ReqRes","api.spec.ts","",""
"","2709","get started link","Firefox","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","104","Validate GET users API","WebKit","2026-07-06","passed","2026-07-06","API Tests - ReqRes","api.spec.ts","",""
"","1711","User can login successfully","WebKit","2026-07-06","passed","2026-07-06","Login Feature","login.spec.ts","",""
"","295","Validate GET users API","Chromium","2026-07-06","passed","2026-07-06","API Tests - ReqRes","api.spec.ts","",""
"","2380","has title","Firefox","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
