"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","94","Validate GET users API","Firefox","2026-09-09","passed","2026-09-09","API Tests - ReqRes","api.spec.ts","",""
"","90","Validate GET users API","WebKit","2026-09-09","passed","2026-09-09","API Tests - ReqRes","api.spec.ts","",""
"","5612","get started link","WebKit","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","930","has title","Chromium","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","2790","get started link","Firefox","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","338","Validate GET users API","Chromium","2026-09-09","passed","2026-09-09","API Tests - ReqRes","api.spec.ts","",""
"","2382","has title","Firefox","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","1738","User can login successfully","WebKit","2026-09-09","passed","2026-09-09","Login Feature","login.spec.ts","",""
"","899","User can login successfully","Firefox","2026-09-09","passed","2026-09-09","Login Feature","login.spec.ts","",""
"","1012","get started link","Chromium","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","4490","has title","WebKit","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","749","User can login successfully","Chromium","2026-09-09","passed","2026-09-09","Login Feature","login.spec.ts","",""
