"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","799","User can login successfully","Firefox","2026-08-20","passed","2026-08-20","Login Feature","login.spec.ts","",""
"","1864","User can login successfully","WebKit","2026-08-20","passed","2026-08-20","Login Feature","login.spec.ts","",""
"","878","get started link","Chromium","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","9385","get started link","WebKit","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","88","Validate GET users API","WebKit","2026-08-20","passed","2026-08-20","API Tests - ReqRes","api.spec.ts","",""
"","599","User can login successfully","Chromium","2026-08-20","passed","2026-08-20","Login Feature","login.spec.ts","",""
"","7324","has title","WebKit","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","87","Validate GET users API","Firefox","2026-08-20","passed","2026-08-20","API Tests - ReqRes","api.spec.ts","",""
"","1789","has title","Firefox","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","370","Validate GET users API","Chromium","2026-08-20","passed","2026-08-20","API Tests - ReqRes","api.spec.ts","",""
"","2177","get started link","Firefox","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","714","has title","Chromium","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
