"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1229","User can login successfully","Firefox","2026-06-19","passed","2026-06-19","Login Feature","login.spec.ts","",""
"","87","Validate GET users API","WebKit","2026-06-19","passed","2026-06-19","API Tests - ReqRes","api.spec.ts","",""
"","92","Validate GET users API","Firefox","2026-06-19","passed","2026-06-19","API Tests - ReqRes","api.spec.ts","",""
"","6017","get started link","WebKit","2026-06-19","passed","2026-06-19","","example.spec.ts","",""
"","937","get started link","Chromium","2026-06-19","passed","2026-06-19","","example.spec.ts","",""
"","2476","get started link","Firefox","2026-06-19","passed","2026-06-19","","example.spec.ts","",""
"","755","User can login successfully","Chromium","2026-06-19","passed","2026-06-19","Login Feature","login.spec.ts","",""
"","1784","User can login successfully","WebKit","2026-06-19","passed","2026-06-19","Login Feature","login.spec.ts","",""
"","4896","has title","WebKit","2026-06-19","passed","2026-06-19","","example.spec.ts","",""
"","2413","has title","Firefox","2026-06-19","passed","2026-06-19","","example.spec.ts","",""
"","850","has title","Chromium","2026-06-19","passed","2026-06-19","","example.spec.ts","",""
"","213","Validate GET users API","Chromium","2026-06-19","passed","2026-06-19","API Tests - ReqRes","api.spec.ts","",""
