"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8485","get started link","WebKit","2026-07-08","passed","2026-07-08","","example.spec.ts","",""
"","1048","get started link","Chromium","2026-07-08","passed","2026-07-08","","example.spec.ts","",""
"","2275","has title","Firefox","2026-07-08","passed","2026-07-08","","example.spec.ts","",""
"","953","has title","Chromium","2026-07-08","passed","2026-07-08","","example.spec.ts","",""
"","1090","User can login successfully","Firefox","2026-07-08","passed","2026-07-08","Login Feature","login.spec.ts","",""
"","1698","User can login successfully","WebKit","2026-07-08","passed","2026-07-08","Login Feature","login.spec.ts","",""
"","318","Validate GET users API","Firefox","2026-07-08","passed","2026-07-08","API Tests - ReqRes","api.spec.ts","",""
"","2597","get started link","Firefox","2026-07-08","passed","2026-07-08","","example.spec.ts","",""
"","7470","has title","WebKit","2026-07-08","passed","2026-07-08","","example.spec.ts","",""
"","413","Validate GET users API","Chromium","2026-07-08","passed","2026-07-08","API Tests - ReqRes","api.spec.ts","",""
"","833","User can login successfully","Chromium","2026-07-08","passed","2026-07-08","Login Feature","login.spec.ts","",""
"","128","Validate GET users API","WebKit","2026-07-08","passed","2026-07-08","API Tests - ReqRes","api.spec.ts","",""
