"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","294","Validate GET users API","Chromium","2026-09-21","passed","2026-09-21","API Tests - ReqRes","api.spec.ts","",""
"","123","Validate GET users API","WebKit","2026-09-21","passed","2026-09-21","API Tests - ReqRes","api.spec.ts","",""
"","2752","get started link","Firefox","2026-09-21","passed","2026-09-21","","example.spec.ts","",""
"","1915","User can login successfully","WebKit","2026-09-21","passed","2026-09-21","Login Feature","login.spec.ts","",""
"","2459","has title","Firefox","2026-09-21","passed","2026-09-21","","example.spec.ts","",""
"","5555","has title","WebKit","2026-09-21","passed","2026-09-21","","example.spec.ts","",""
"","1143","get started link","Chromium","2026-09-21","passed","2026-09-21","","example.spec.ts","",""
"","92","Validate GET users API","Firefox","2026-09-21","passed","2026-09-21","API Tests - ReqRes","api.spec.ts","",""
"","718","User can login successfully","Chromium","2026-09-21","passed","2026-09-21","Login Feature","login.spec.ts","",""
"","1020","User can login successfully","Firefox","2026-09-21","passed","2026-09-21","Login Feature","login.spec.ts","",""
"","995","has title","Chromium","2026-09-21","passed","2026-09-21","","example.spec.ts","",""
"","7167","get started link","WebKit","2026-09-21","passed","2026-09-21","","example.spec.ts","",""
