"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1124","get started link","Chromium","2026-06-12","passed","2026-06-12","","example.spec.ts","",""
"","124","Validate GET users API","WebKit","2026-06-12","passed","2026-06-12","API Tests - ReqRes","api.spec.ts","",""
"","2072","has title","Firefox","2026-06-12","passed","2026-06-12","","example.spec.ts","",""
"","970","has title","Chromium","2026-06-12","passed","2026-06-12","","example.spec.ts","",""
"","10548","get started link","WebKit","2026-06-12","passed","2026-06-12","","example.spec.ts","",""
"","131","Validate GET users API","Firefox","2026-06-12","passed","2026-06-12","API Tests - ReqRes","api.spec.ts","",""
"","886","User can login successfully","Chromium","2026-06-12","passed","2026-06-12","Login Feature","login.spec.ts","",""
"","1709","User can login successfully","WebKit","2026-06-12","passed","2026-06-12","Login Feature","login.spec.ts","",""
"","2477","get started link","Firefox","2026-06-12","passed","2026-06-12","","example.spec.ts","",""
"","1106","User can login successfully","Firefox","2026-06-12","passed","2026-06-12","Login Feature","login.spec.ts","",""
"","405","Validate GET users API","Chromium","2026-06-12","passed","2026-06-12","API Tests - ReqRes","api.spec.ts","",""
"","9475","has title","WebKit","2026-06-12","passed","2026-06-12","","example.spec.ts","",""
