"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1579","User can login successfully","WebKit","2026-08-29","passed","2026-08-29","Login Feature","login.spec.ts","",""
"","869","get started link","Chromium","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","712","has title","Chromium","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","100","Validate GET users API","WebKit","2026-08-29","passed","2026-08-29","API Tests - ReqRes","api.spec.ts","",""
"","111","Validate GET users API","Firefox","2026-08-29","passed","2026-08-29","API Tests - ReqRes","api.spec.ts","",""
"","840","User can login successfully","Firefox","2026-08-29","passed","2026-08-29","Login Feature","login.spec.ts","",""
"","1838","has title","Firefox","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","434","Validate GET users API","Chromium","2026-08-29","passed","2026-08-29","API Tests - ReqRes","api.spec.ts","",""
"","4749","has title","WebKit","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","5848","get started link","WebKit","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","674","User can login successfully","Chromium","2026-08-29","passed","2026-08-29","Login Feature","login.spec.ts","",""
"","2129","get started link","Firefox","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
