"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1017","get started link","Chromium","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","851","User can login successfully","Chromium","2026-06-23","passed","2026-06-23","Login Feature","login.spec.ts","",""
"","2283","has title","Firefox","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","326","Validate GET users API","Chromium","2026-06-23","passed","2026-06-23","API Tests - ReqRes","api.spec.ts","",""
"","2612","get started link","Firefox","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","81","Validate GET users API","Firefox","2026-06-23","passed","2026-06-23","API Tests - ReqRes","api.spec.ts","",""
"","1043","User can login successfully","Firefox","2026-06-23","passed","2026-06-23","Login Feature","login.spec.ts","",""
"","8415","get started link","WebKit","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","1720","User can login successfully","WebKit","2026-06-23","passed","2026-06-23","Login Feature","login.spec.ts","",""
"","7146","has title","WebKit","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","81","Validate GET users API","WebKit","2026-06-23","passed","2026-06-23","API Tests - ReqRes","api.spec.ts","",""
"","858","has title","Chromium","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
