"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2756","get started link","Firefox","2026-08-06","passed","2026-08-06","","example.spec.ts","",""
"","132","Validate GET users API","WebKit","2026-08-06","passed","2026-08-06","API Tests - ReqRes","api.spec.ts","",""
"","1003","User can login successfully","Firefox","2026-08-06","passed","2026-08-06","Login Feature","login.spec.ts","",""
"","136","Validate GET users API","Firefox","2026-08-06","passed","2026-08-06","API Tests - ReqRes","api.spec.ts","",""
"","2521","User can login successfully","WebKit","2026-08-06","passed","2026-08-06","Login Feature","login.spec.ts","",""
"","2374","has title","Firefox","2026-08-06","passed","2026-08-06","","example.spec.ts","",""
"","873","User can login successfully","Chromium","2026-08-06","passed","2026-08-06","Login Feature","login.spec.ts","",""
"","448","Validate GET users API","Chromium","2026-08-06","passed","2026-08-06","API Tests - ReqRes","api.spec.ts","",""
"","5422","has title","WebKit","2026-08-06","passed","2026-08-06","","example.spec.ts","",""
"","1395","get started link","Chromium","2026-08-06","passed","2026-08-06","","example.spec.ts","",""
"","1122","has title","Chromium","2026-08-06","passed","2026-08-06","","example.spec.ts","",""
"","6692","get started link","WebKit","2026-08-06","passed","2026-08-06","","example.spec.ts","",""
