"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1040","User can login successfully","Firefox","2026-06-18","passed","2026-06-18","Login Feature","login.spec.ts","",""
"","1001","has title","Chromium","2026-06-18","passed","2026-06-18","","example.spec.ts","",""
"","121","Validate GET users API","WebKit","2026-06-18","passed","2026-06-18","API Tests - ReqRes","api.spec.ts","",""
"","1062","get started link","Chromium","2026-06-18","passed","2026-06-18","","example.spec.ts","",""
"","928","User can login successfully","Chromium","2026-06-18","passed","2026-06-18","Login Feature","login.spec.ts","",""
"","1569","User can login successfully","WebKit","2026-06-18","passed","2026-06-18","Login Feature","login.spec.ts","",""
"","406","Validate GET users API","Chromium","2026-06-18","passed","2026-06-18","API Tests - ReqRes","api.spec.ts","",""
"","6481","get started link","WebKit","2026-06-18","passed","2026-06-18","","example.spec.ts","",""
"","128","Validate GET users API","Firefox","2026-06-18","passed","2026-06-18","API Tests - ReqRes","api.spec.ts","",""
"","5383","has title","WebKit","2026-06-18","passed","2026-06-18","","example.spec.ts","",""
"","2080","has title","Firefox","2026-06-18","passed","2026-06-18","","example.spec.ts","",""
"","2532","get started link","Firefox","2026-06-18","passed","2026-06-18","","example.spec.ts","",""
