"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","87","Validate GET users API","Firefox","2026-06-27","passed","2026-06-27","API Tests - ReqRes","api.spec.ts","",""
"","5544","has title","WebKit","2026-06-27","passed","2026-06-27","","example.spec.ts","",""
"","92","Validate GET users API","WebKit","2026-06-27","passed","2026-06-27","API Tests - ReqRes","api.spec.ts","",""
"","868","has title","Chromium","2026-06-27","passed","2026-06-27","","example.spec.ts","",""
"","2404","User can login successfully","WebKit","2026-06-27","passed","2026-06-27","Login Feature","login.spec.ts","",""
"","294","Validate GET users API","Chromium","2026-06-27","passed","2026-06-27","API Tests - ReqRes","api.spec.ts","",""
"","729","User can login successfully","Chromium","2026-06-27","passed","2026-06-27","Login Feature","login.spec.ts","",""
"","974","get started link","Chromium","2026-06-27","passed","2026-06-27","","example.spec.ts","",""
"","1048","User can login successfully","Firefox","2026-06-27","passed","2026-06-27","Login Feature","login.spec.ts","",""
"","2715","get started link","Firefox","2026-06-27","passed","2026-06-27","","example.spec.ts","",""
"","8516","get started link","WebKit","2026-06-27","passed","2026-06-27","","example.spec.ts","",""
"","2396","has title","Firefox","2026-06-27","passed","2026-06-27","","example.spec.ts","",""
