"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","108","Validate GET users API","Firefox","2026-09-24","passed","2026-09-24","API Tests - ReqRes","api.spec.ts","",""
"","753","User can login successfully","Chromium","2026-09-24","passed","2026-09-24","Login Feature","login.spec.ts","",""
"","7717","has title","WebKit","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","323","Validate GET users API","Chromium","2026-09-24","passed","2026-09-24","API Tests - ReqRes","api.spec.ts","",""
"","2885","get started link","Firefox","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","1799","User can login successfully","WebKit","2026-09-24","passed","2026-09-24","Login Feature","login.spec.ts","",""
"","2468","has title","Firefox","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","972","has title","Chromium","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","1017","User can login successfully","Firefox","2026-09-24","passed","2026-09-24","Login Feature","login.spec.ts","",""
"","96","Validate GET users API","WebKit","2026-09-24","passed","2026-09-24","API Tests - ReqRes","api.spec.ts","",""
"","1086","get started link","Chromium","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","8862","get started link","WebKit","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
