"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3966","has title","WebKit","2026-06-16","passed","2026-06-16","","example.spec.ts","",""
"","837","User can login successfully","Chromium","2026-06-16","passed","2026-06-16","Login Feature","login.spec.ts","",""
"","116","Validate GET users API","Firefox","2026-06-16","passed","2026-06-16","API Tests - ReqRes","api.spec.ts","",""
"","978","get started link","Chromium","2026-06-16","passed","2026-06-16","","example.spec.ts","",""
"","899","has title","Chromium","2026-06-16","passed","2026-06-16","","example.spec.ts","",""
"","111","Validate GET users API","WebKit","2026-06-16","passed","2026-06-16","API Tests - ReqRes","api.spec.ts","",""
"","1020","User can login successfully","Firefox","2026-06-16","passed","2026-06-16","Login Feature","login.spec.ts","",""
"","2368","get started link","Firefox","2026-06-16","passed","2026-06-16","","example.spec.ts","",""
"","4671","get started link","WebKit","2026-06-16","passed","2026-06-16","","example.spec.ts","",""
"","484","Validate GET users API","Chromium","2026-06-16","passed","2026-06-16","API Tests - ReqRes","api.spec.ts","",""
"","1566","User can login successfully","WebKit","2026-06-16","passed","2026-06-16","Login Feature","login.spec.ts","",""
"","2119","has title","Firefox","2026-06-16","passed","2026-06-16","","example.spec.ts","",""
