"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8924","has title","WebKit","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","1082","User can login successfully","Firefox","2026-08-15","passed","2026-08-15","Login Feature","login.spec.ts","",""
"","93","Validate GET users API","WebKit","2026-08-15","passed","2026-08-15","API Tests - ReqRes","api.spec.ts","",""
"","2430","has title","Firefox","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","328","Validate GET users API","Chromium","2026-08-15","passed","2026-08-15","API Tests - ReqRes","api.spec.ts","",""
"","100","Validate GET users API","Firefox","2026-08-15","passed","2026-08-15","API Tests - ReqRes","api.spec.ts","",""
"","2828","get started link","Firefox","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","1141","get started link","Chromium","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","1012","has title","Chromium","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","1905","User can login successfully","WebKit","2026-08-15","passed","2026-08-15","Login Feature","login.spec.ts","",""
"","10349","get started link","WebKit","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","750","User can login successfully","Chromium","2026-08-15","passed","2026-08-15","Login Feature","login.spec.ts","",""
