"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","935","has title","Chromium","2026-06-25","passed","2026-06-25","","example.spec.ts","",""
"","975","get started link","Chromium","2026-06-25","passed","2026-06-25","","example.spec.ts","",""
"","2368","has title","Firefox","2026-06-25","passed","2026-06-25","","example.spec.ts","",""
"","1036","User can login successfully","Firefox","2026-06-25","passed","2026-06-25","Login Feature","login.spec.ts","",""
"","1659","User can login successfully","WebKit","2026-06-25","passed","2026-06-25","Login Feature","login.spec.ts","",""
"","7237","get started link","WebKit","2026-06-25","passed","2026-06-25","","example.spec.ts","",""
"","429","Validate GET users API","Chromium","2026-06-25","passed","2026-06-25","API Tests - ReqRes","api.spec.ts","",""
"","6069","has title","WebKit","2026-06-25","passed","2026-06-25","","example.spec.ts","",""
"","121","Validate GET users API","Firefox","2026-06-25","passed","2026-06-25","API Tests - ReqRes","api.spec.ts","",""
"","2769","get started link","Firefox","2026-06-25","passed","2026-06-25","","example.spec.ts","",""
"","158","Validate GET users API","WebKit","2026-06-25","passed","2026-06-25","API Tests - ReqRes","api.spec.ts","",""
"","811","User can login successfully","Chromium","2026-06-25","passed","2026-06-25","Login Feature","login.spec.ts","",""
