"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","332","Validate GET users API","Chromium","2026-07-28","passed","2026-07-28","API Tests - ReqRes","api.spec.ts","",""
"","784","User can login successfully","Chromium","2026-07-28","passed","2026-07-28","Login Feature","login.spec.ts","",""
"","2784","get started link","Firefox","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","96","Validate GET users API","Firefox","2026-07-28","passed","2026-07-28","API Tests - ReqRes","api.spec.ts","",""
"","973","has title","Chromium","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","2419","has title","Firefox","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","6799","has title","WebKit","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","1233","User can login successfully","Firefox","2026-07-28","passed","2026-07-28","Login Feature","login.spec.ts","",""
"","1718","User can login successfully","WebKit","2026-07-28","passed","2026-07-28","Login Feature","login.spec.ts","",""
"","98","Validate GET users API","WebKit","2026-07-28","passed","2026-07-28","API Tests - ReqRes","api.spec.ts","",""
"","7759","get started link","WebKit","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","1090","get started link","Chromium","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
