"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","610","User can login successfully","Chromium","2026-09-17","passed","2026-09-17","Login Feature","login.spec.ts","",""
"","579","has title","Chromium","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","4297","has title","WebKit","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","1054","User can login successfully","WebKit","2026-09-17","passed","2026-09-17","Login Feature","login.spec.ts","",""
"","748","get started link","Chromium","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","90","Validate GET users API","WebKit","2026-09-17","passed","2026-09-17","API Tests - ReqRes","api.spec.ts","",""
"","397","Validate GET users API","Chromium","2026-09-17","passed","2026-09-17","API Tests - ReqRes","api.spec.ts","",""
"","656","User can login successfully","Firefox","2026-09-17","passed","2026-09-17","Login Feature","login.spec.ts","",""
"","5000","get started link","WebKit","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","83","Validate GET users API","Firefox","2026-09-17","passed","2026-09-17","API Tests - ReqRes","api.spec.ts","",""
"","1466","has title","Firefox","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","1700","get started link","Firefox","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
