"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1888","User can login successfully","WebKit","2026-09-15","passed","2026-09-15","Login Feature","login.spec.ts","",""
"","2495","get started link","Firefox","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","486","Validate GET users API","Chromium","2026-09-15","passed","2026-09-15","API Tests - ReqRes","api.spec.ts","",""
"","726","User can login successfully","Chromium","2026-09-15","passed","2026-09-15","Login Feature","login.spec.ts","",""
"","2385","has title","Firefox","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","1162","get started link","Chromium","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","1069","User can login successfully","Firefox","2026-09-15","passed","2026-09-15","Login Feature","login.spec.ts","",""
"","6634","get started link","WebKit","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","1027","has title","Chromium","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","5749","has title","WebKit","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","158","Validate GET users API","Firefox","2026-09-15","passed","2026-09-15","API Tests - ReqRes","api.spec.ts","",""
"","141","Validate GET users API","WebKit","2026-09-15","passed","2026-09-15","API Tests - ReqRes","api.spec.ts","",""
