"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4260","get started link","WebKit","2026-07-11","passed","2026-07-11","","example.spec.ts","",""
"","1051","get started link","Chromium","2026-07-11","passed","2026-07-11","","example.spec.ts","",""
"","2256","get started link","Firefox","2026-07-11","passed","2026-07-11","","example.spec.ts","",""
"","2215","has title","WebKit","2026-07-11","passed","2026-07-11","","example.spec.ts","",""
"","702","User can login successfully","Chromium","2026-07-11","passed","2026-07-11","Login Feature","login.spec.ts","",""
"","2129","has title","Firefox","2026-07-11","passed","2026-07-11","","example.spec.ts","",""
"","191","Validate GET users API","WebKit","2026-07-11","passed","2026-07-11","API Tests - ReqRes","api.spec.ts","",""
"","1873","User can login successfully","WebKit","2026-07-11","passed","2026-07-11","Login Feature","login.spec.ts","",""
"","177","Validate GET users API","Firefox","2026-07-11","passed","2026-07-11","API Tests - ReqRes","api.spec.ts","",""
"","838","has title","Chromium","2026-07-11","passed","2026-07-11","","example.spec.ts","",""
"","1062","User can login successfully","Firefox","2026-07-11","passed","2026-07-11","Login Feature","login.spec.ts","",""
"","425","Validate GET users API","Chromium","2026-07-11","passed","2026-07-11","API Tests - ReqRes","api.spec.ts","",""
