"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1838","get started link","Chromium","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","2174","get started link","Firefox","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","1298","User can login successfully","WebKit","2026-09-03","passed","2026-09-03","Login Feature","login.spec.ts","",""
"","780","User can login successfully","Firefox","2026-09-03","passed","2026-09-03","Login Feature","login.spec.ts","",""
"","6027","has title","WebKit","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","615","has title","Chromium","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","129","Validate GET users API","Firefox","2026-09-03","passed","2026-09-03","API Tests - ReqRes","api.spec.ts","",""
"","186","Validate GET users API","Chromium","2026-09-03","passed","2026-09-03","API Tests - ReqRes","api.spec.ts","",""
"","588","User can login successfully","Chromium","2026-09-03","passed","2026-09-03","Login Feature","login.spec.ts","",""
"","115","Validate GET users API","WebKit","2026-09-03","passed","2026-09-03","API Tests - ReqRes","api.spec.ts","",""
"","6868","get started link","WebKit","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","1741","has title","Firefox","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
