"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5974","get started link","WebKit","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","1039","has title","Chromium","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","319","Validate GET users API","Chromium","2026-08-02","passed","2026-08-02","API Tests - ReqRes","api.spec.ts","",""
"","1762","User can login successfully","WebKit","2026-08-02","passed","2026-08-02","Login Feature","login.spec.ts","",""
"","1114","get started link","Chromium","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","2623","has title","Firefox","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","1154","User can login successfully","Firefox","2026-08-02","passed","2026-08-02","Login Feature","login.spec.ts","",""
"","2629","get started link","Firefox","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","89","Validate GET users API","WebKit","2026-08-02","passed","2026-08-02","API Tests - ReqRes","api.spec.ts","",""
"","4354","has title","WebKit","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","693","User can login successfully","Chromium","2026-08-02","passed","2026-08-02","Login Feature","login.spec.ts","",""
"","99","Validate GET users API","Firefox","2026-08-02","passed","2026-08-02","API Tests - ReqRes","api.spec.ts","",""
