"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","262","Validate GET users API","WebKit","2026-09-01","passed","2026-09-01","API Tests - ReqRes","api.spec.ts","",""
"","92","Validate GET users API","Firefox","2026-09-01","passed","2026-09-01","API Tests - ReqRes","api.spec.ts","",""
"","1224","get started link","Chromium","2026-09-01","passed","2026-09-01","","example.spec.ts","",""
"","2886","get started link","Firefox","2026-09-01","passed","2026-09-01","","example.spec.ts","",""
"","1690","User can login successfully","WebKit","2026-09-01","passed","2026-09-01","Login Feature","login.spec.ts","",""
"","1020","has title","Chromium","2026-09-01","passed","2026-09-01","","example.spec.ts","",""
"","646","User can login successfully","Chromium","2026-09-01","passed","2026-09-01","Login Feature","login.spec.ts","",""
"","8217","get started link","WebKit","2026-09-01","passed","2026-09-01","","example.spec.ts","",""
"","115","Validate GET users API","Chromium","2026-09-01","passed","2026-09-01","API Tests - ReqRes","api.spec.ts","",""
"","2331","has title","Firefox","2026-09-01","passed","2026-09-01","","example.spec.ts","",""
"","6941","has title","WebKit","2026-09-01","passed","2026-09-01","","example.spec.ts","",""
"","967","User can login successfully","Firefox","2026-09-01","passed","2026-09-01","Login Feature","login.spec.ts","",""
