"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1092","get started link","Chromium","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","1039","User can login successfully","Firefox","2026-07-24","passed","2026-07-24","Login Feature","login.spec.ts","",""
"","4344","get started link","WebKit","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","324","Validate GET users API","Chromium","2026-07-24","passed","2026-07-24","API Tests - ReqRes","api.spec.ts","",""
"","1047","has title","Chromium","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","2775","get started link","Firefox","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","113","Validate GET users API","WebKit","2026-07-24","passed","2026-07-24","API Tests - ReqRes","api.spec.ts","",""
"","128","Validate GET users API","Firefox","2026-07-24","passed","2026-07-24","API Tests - ReqRes","api.spec.ts","",""
"","814","User can login successfully","Chromium","2026-07-24","passed","2026-07-24","Login Feature","login.spec.ts","",""
"","2386","has title","Firefox","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","3202","has title","WebKit","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","1696","User can login successfully","WebKit","2026-07-24","passed","2026-07-24","Login Feature","login.spec.ts","",""
