"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1117","get started link","Chromium","2026-08-17","passed","2026-08-17","","example.spec.ts","",""
"","1638","User can login successfully","WebKit","2026-08-17","passed","2026-08-17","Login Feature","login.spec.ts","",""
"","191","Validate GET users API","Firefox","2026-08-17","passed","2026-08-17","API Tests - ReqRes","api.spec.ts","",""
"","440","Validate GET users API","Chromium","2026-08-17","passed","2026-08-17","API Tests - ReqRes","api.spec.ts","",""
"","189","Validate GET users API","WebKit","2026-08-17","passed","2026-08-17","API Tests - ReqRes","api.spec.ts","",""
"","2813","get started link","Firefox","2026-08-17","passed","2026-08-17","","example.spec.ts","",""
"","5801","has title","WebKit","2026-08-17","passed","2026-08-17","","example.spec.ts","",""
"","1093","has title","Chromium","2026-08-17","passed","2026-08-17","","example.spec.ts","",""
"","1098","User can login successfully","Firefox","2026-08-17","passed","2026-08-17","Login Feature","login.spec.ts","",""
"","778","User can login successfully","Chromium","2026-08-17","passed","2026-08-17","Login Feature","login.spec.ts","",""
"","2263","has title","Firefox","2026-08-17","passed","2026-08-17","","example.spec.ts","",""
"","6834","get started link","WebKit","2026-08-17","passed","2026-08-17","","example.spec.ts","",""
