"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","133","Validate GET users API","WebKit","2026-09-14","passed","2026-09-14","API Tests - ReqRes","api.spec.ts","",""
"","861","get started link","Chromium","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","114","Validate GET users API","Firefox","2026-09-14","passed","2026-09-14","API Tests - ReqRes","api.spec.ts","",""
"","7879","has title","WebKit","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","1087","User can login successfully","Firefox","2026-09-14","passed","2026-09-14","Login Feature","login.spec.ts","",""
"","735","has title","Chromium","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","3043","get started link","Firefox","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","2251","User can login successfully","WebKit","2026-09-14","passed","2026-09-14","Login Feature","login.spec.ts","",""
"","434","Validate GET users API","Chromium","2026-09-14","passed","2026-09-14","API Tests - ReqRes","api.spec.ts","",""
"","9937","get started link","WebKit","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","2963","has title","Firefox","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","733","User can login successfully","Chromium","2026-09-14","passed","2026-09-14","Login Feature","login.spec.ts","",""
