"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","116","Validate GET users API","Firefox","2026-09-13","passed","2026-09-13","API Tests - ReqRes","api.spec.ts","",""
"","3953","get started link","WebKit","2026-09-13","passed","2026-09-13","","example.spec.ts","",""
"","1736","User can login successfully","WebKit","2026-09-13","passed","2026-09-13","Login Feature","login.spec.ts","",""
"","695","User can login successfully","Chromium","2026-09-13","passed","2026-09-13","Login Feature","login.spec.ts","",""
"","953","User can login successfully","Firefox","2026-09-13","passed","2026-09-13","Login Feature","login.spec.ts","",""
"","1881","has title","Firefox","2026-09-13","passed","2026-09-13","","example.spec.ts","",""
"","102","Validate GET users API","WebKit","2026-09-13","passed","2026-09-13","API Tests - ReqRes","api.spec.ts","",""
"","462","Validate GET users API","Chromium","2026-09-13","passed","2026-09-13","API Tests - ReqRes","api.spec.ts","",""
"","1319","has title","Chromium","2026-09-13","passed","2026-09-13","","example.spec.ts","",""
"","828","get started link","Chromium","2026-09-13","passed","2026-09-13","","example.spec.ts","",""
"","2566","has title","WebKit","2026-09-13","passed","2026-09-13","","example.spec.ts","",""
"","2477","get started link","Firefox","2026-09-13","passed","2026-09-13","","example.spec.ts","",""
