"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2601","get started link","Firefox","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","1089","User can login successfully","Firefox","2026-08-22","passed","2026-08-22","Login Feature","login.spec.ts","",""
"","259","Validate GET users API","Chromium","2026-08-22","passed","2026-08-22","API Tests - ReqRes","api.spec.ts","",""
"","8497","get started link","WebKit","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","1140","get started link","Chromium","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","941","has title","Chromium","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","7173","has title","WebKit","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","99","Validate GET users API","WebKit","2026-08-22","passed","2026-08-22","API Tests - ReqRes","api.spec.ts","",""
"","101","Validate GET users API","Firefox","2026-08-22","passed","2026-08-22","API Tests - ReqRes","api.spec.ts","",""
"","1759","User can login successfully","WebKit","2026-08-22","passed","2026-08-22","Login Feature","login.spec.ts","",""
"","2533","has title","Firefox","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","739","User can login successfully","Chromium","2026-08-22","passed","2026-08-22","Login Feature","login.spec.ts","",""
