"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4153","has title","WebKit","2026-07-09","passed","2026-07-09","","example.spec.ts","",""
"","1044","has title","Chromium","2026-07-09","passed","2026-07-09","","example.spec.ts","",""
"","7632","get started link","WebKit","2026-07-09","passed","2026-07-09","","example.spec.ts","",""
"","94","Validate GET users API","WebKit","2026-07-09","passed","2026-07-09","API Tests - ReqRes","api.spec.ts","",""
"","250","Validate GET users API","Chromium","2026-07-09","passed","2026-07-09","API Tests - ReqRes","api.spec.ts","",""
"","975","User can login successfully","Firefox","2026-07-09","passed","2026-07-09","Login Feature","login.spec.ts","",""
"","2459","has title","Firefox","2026-07-09","passed","2026-07-09","","example.spec.ts","",""
"","2486","User can login successfully","WebKit","2026-07-09","passed","2026-07-09","Login Feature","login.spec.ts","",""
"","1247","get started link","Chromium","2026-07-09","passed","2026-07-09","","example.spec.ts","",""
"","666","User can login successfully","Chromium","2026-07-09","passed","2026-07-09","Login Feature","login.spec.ts","",""
"","111","Validate GET users API","Firefox","2026-07-09","passed","2026-07-09","API Tests - ReqRes","api.spec.ts","",""
"","2979","get started link","Firefox","2026-07-09","passed","2026-07-09","","example.spec.ts","",""
