"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1611","User can login successfully","WebKit","2026-08-03","passed","2026-08-03","Login Feature","login.spec.ts","",""
"","1071","get started link","Chromium","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","2740","get started link","Firefox","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","318","Validate GET users API","Chromium","2026-08-03","passed","2026-08-03","API Tests - ReqRes","api.spec.ts","",""
"","6932","has title","WebKit","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","767","User can login successfully","Chromium","2026-08-03","passed","2026-08-03","Login Feature","login.spec.ts","",""
"","99","Validate GET users API","WebKit","2026-08-03","passed","2026-08-03","API Tests - ReqRes","api.spec.ts","",""
"","2293","has title","Firefox","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","886","has title","Chromium","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","7975","get started link","WebKit","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","927","User can login successfully","Firefox","2026-08-03","passed","2026-08-03","Login Feature","login.spec.ts","",""
"","94","Validate GET users API","Firefox","2026-08-03","passed","2026-08-03","API Tests - ReqRes","api.spec.ts","",""
