"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","89","Validate GET users API","Firefox","2026-08-25","passed","2026-08-25","API Tests - ReqRes","api.spec.ts","",""
"","306","Validate GET users API","Chromium","2026-08-25","passed","2026-08-25","API Tests - ReqRes","api.spec.ts","",""
"","2784","get started link","Firefox","2026-08-25","passed","2026-08-25","","example.spec.ts","",""
"","11013","get started link","WebKit","2026-08-25","passed","2026-08-25","","example.spec.ts","",""
"","88","Validate GET users API","WebKit","2026-08-25","passed","2026-08-25","API Tests - ReqRes","api.spec.ts","",""
"","1646","User can login successfully","WebKit","2026-08-25","passed","2026-08-25","Login Feature","login.spec.ts","",""
"","1094","get started link","Chromium","2026-08-25","passed","2026-08-25","","example.spec.ts","",""
"","913","has title","Chromium","2026-08-25","passed","2026-08-25","","example.spec.ts","",""
"","2163","has title","Firefox","2026-08-25","passed","2026-08-25","","example.spec.ts","",""
"","10079","has title","WebKit","2026-08-25","passed","2026-08-25","","example.spec.ts","",""
"","962","User can login successfully","Firefox","2026-08-25","passed","2026-08-25","Login Feature","login.spec.ts","",""
"","708","User can login successfully","Chromium","2026-08-25","passed","2026-08-25","Login Feature","login.spec.ts","",""
