"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1989","User can login successfully","WebKit","2026-09-16","passed","2026-09-16","Login Feature","login.spec.ts","",""
"","4077","has title","WebKit","2026-09-16","passed","2026-09-16","","example.spec.ts","",""
"","2525","has title","Firefox","2026-09-16","passed","2026-09-16","","example.spec.ts","",""
"","90","Validate GET users API","WebKit","2026-09-16","passed","2026-09-16","API Tests - ReqRes","api.spec.ts","",""
"","943","has title","Chromium","2026-09-16","passed","2026-09-16","","example.spec.ts","",""
"","284","Validate GET users API","Chromium","2026-09-16","passed","2026-09-16","API Tests - ReqRes","api.spec.ts","",""
"","1176","get started link","Chromium","2026-09-16","passed","2026-09-16","","example.spec.ts","",""
"","856","User can login successfully","Chromium","2026-09-16","passed","2026-09-16","Login Feature","login.spec.ts","",""
"","106","Validate GET users API","Firefox","2026-09-16","passed","2026-09-16","API Tests - ReqRes","api.spec.ts","",""
"","5789","get started link","WebKit","2026-09-16","passed","2026-09-16","","example.spec.ts","",""
"","2767","get started link","Firefox","2026-09-16","passed","2026-09-16","","example.spec.ts","",""
"","1031","User can login successfully","Firefox","2026-09-16","passed","2026-09-16","Login Feature","login.spec.ts","",""
