"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9407","get started link","WebKit","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","388","Validate GET users API","Chromium","2026-07-25","passed","2026-07-25","API Tests - ReqRes","api.spec.ts","",""
"","8205","has title","WebKit","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","1806","User can login successfully","WebKit","2026-07-25","passed","2026-07-25","Login Feature","login.spec.ts","",""
"","702","User can login successfully","Chromium","2026-07-25","passed","2026-07-25","Login Feature","login.spec.ts","",""
"","2474","has title","Firefox","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","1133","get started link","Chromium","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","88","Validate GET users API","WebKit","2026-07-25","passed","2026-07-25","API Tests - ReqRes","api.spec.ts","",""
"","2946","get started link","Firefox","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","102","Validate GET users API","Firefox","2026-07-25","passed","2026-07-25","API Tests - ReqRes","api.spec.ts","",""
"","1036","User can login successfully","Firefox","2026-07-25","passed","2026-07-25","Login Feature","login.spec.ts","",""
"","1012","has title","Chromium","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
