"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","126","Validate GET users API","WebKit","2026-08-26","passed","2026-08-26","API Tests - ReqRes","api.spec.ts","",""
"","1206","has title","Chromium","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","2652","get started link","Firefox","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","141","Validate GET users API","Firefox","2026-08-26","passed","2026-08-26","API Tests - ReqRes","api.spec.ts","",""
"","6286","has title","WebKit","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","7398","get started link","WebKit","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","1708","User can login successfully","WebKit","2026-08-26","passed","2026-08-26","Login Feature","login.spec.ts","",""
"","2307","has title","Firefox","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","848","User can login successfully","Chromium","2026-08-26","passed","2026-08-26","Login Feature","login.spec.ts","",""
"","1122","User can login successfully","Firefox","2026-08-26","passed","2026-08-26","Login Feature","login.spec.ts","",""
"","266","Validate GET users API","Chromium","2026-08-26","passed","2026-08-26","API Tests - ReqRes","api.spec.ts","",""
"","1365","get started link","Chromium","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
