"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7225","has title","WebKit","2026-06-24","passed","2026-06-24","","example.spec.ts","",""
"","989","get started link","Chromium","2026-06-24","passed","2026-06-24","","example.spec.ts","",""
"","112","Validate GET users API","Firefox","2026-06-24","passed","2026-06-24","API Tests - ReqRes","api.spec.ts","",""
"","680","User can login successfully","Chromium","2026-06-24","passed","2026-06-24","Login Feature","login.spec.ts","",""
"","836","has title","Chromium","2026-06-24","passed","2026-06-24","","example.spec.ts","",""
"","99","Validate GET users API","WebKit","2026-06-24","passed","2026-06-24","API Tests - ReqRes","api.spec.ts","",""
"","8380","get started link","WebKit","2026-06-24","passed","2026-06-24","","example.spec.ts","",""
"","2331","has title","Firefox","2026-06-24","passed","2026-06-24","","example.spec.ts","",""
"","1644","User can login successfully","WebKit","2026-06-24","passed","2026-06-24","Login Feature","login.spec.ts","",""
"","962","User can login successfully","Firefox","2026-06-24","passed","2026-06-24","Login Feature","login.spec.ts","",""
"","241","Validate GET users API","Chromium","2026-06-24","passed","2026-06-24","API Tests - ReqRes","api.spec.ts","",""
"","2719","get started link","Firefox","2026-06-24","passed","2026-06-24","","example.spec.ts","",""
