"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","976","has title","Chromium","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","2961","get started link","Firefox","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","345","Validate GET users API","Chromium","2026-07-04","passed","2026-07-04","API Tests - ReqRes","api.spec.ts","",""
"","784","User can login successfully","Chromium","2026-07-04","passed","2026-07-04","Login Feature","login.spec.ts","",""
"","6905","get started link","WebKit","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","100","Validate GET users API","WebKit","2026-07-04","passed","2026-07-04","API Tests - ReqRes","api.spec.ts","",""
"","1629","User can login successfully","WebKit","2026-07-04","passed","2026-07-04","Login Feature","login.spec.ts","",""
"","1138","User can login successfully","Firefox","2026-07-04","passed","2026-07-04","Login Feature","login.spec.ts","",""
"","1147","get started link","Chromium","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","5911","has title","WebKit","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","2954","has title","Firefox","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","100","Validate GET users API","Firefox","2026-07-04","passed","2026-07-04","API Tests - ReqRes","api.spec.ts","",""
