"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","89","Validate GET users API","Firefox","2026-06-28","passed","2026-06-28","API Tests - ReqRes","api.spec.ts","",""
"","2764","get started link","Firefox","2026-06-28","passed","2026-06-28","","example.spec.ts","",""
"","845","has title","Chromium","2026-06-28","passed","2026-06-28","","example.spec.ts","",""
"","1016","User can login successfully","Firefox","2026-06-28","passed","2026-06-28","Login Feature","login.spec.ts","",""
"","9086","get started link","WebKit","2026-06-28","passed","2026-06-28","","example.spec.ts","",""
"","2339","has title","Firefox","2026-06-28","passed","2026-06-28","","example.spec.ts","",""
"","87","Validate GET users API","WebKit","2026-06-28","passed","2026-06-28","API Tests - ReqRes","api.spec.ts","",""
"","272","Validate GET users API","Chromium","2026-06-28","passed","2026-06-28","API Tests - ReqRes","api.spec.ts","",""
"","1016","get started link","Chromium","2026-06-28","passed","2026-06-28","","example.spec.ts","",""
"","825","User can login successfully","Chromium","2026-06-28","passed","2026-06-28","Login Feature","login.spec.ts","",""
"","7712","has title","WebKit","2026-06-28","passed","2026-06-28","","example.spec.ts","",""
"","1753","User can login successfully","WebKit","2026-06-28","passed","2026-06-28","Login Feature","login.spec.ts","",""
