"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1367","User can login successfully","WebKit","2026-09-11","passed","2026-09-11","Login Feature","login.spec.ts","",""
"","1372","has title","Chromium","2026-09-11","passed","2026-09-11","","example.spec.ts","",""
"","1842","has title","Firefox","2026-09-11","passed","2026-09-11","","example.spec.ts","",""
"","989","User can login successfully","Chromium","2026-09-11","passed","2026-09-11","Login Feature","login.spec.ts","",""
"","1155","User can login successfully","Firefox","2026-09-11","passed","2026-09-11","Login Feature","login.spec.ts","",""
"","4490","has title","WebKit","2026-09-11","passed","2026-09-11","","example.spec.ts","",""
"","2102","get started link","Firefox","2026-09-11","passed","2026-09-11","","example.spec.ts","",""
"","954","get started link","Chromium","2026-09-11","passed","2026-09-11","","example.spec.ts","",""
"","159","Validate GET users API","WebKit","2026-09-11","passed","2026-09-11","API Tests - ReqRes","api.spec.ts","",""
"","1092","Validate GET users API","Chromium","2026-09-11","passed","2026-09-11","API Tests - ReqRes","api.spec.ts","",""
"","167","Validate GET users API","Firefox","2026-09-11","passed","2026-09-11","API Tests - ReqRes","api.spec.ts","",""
"","5741","get started link","WebKit","2026-09-11","passed","2026-09-11","","example.spec.ts","",""
