"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","521","User can login successfully","Chromium","2026-08-30","passed","2026-08-30","Login Feature","login.spec.ts","",""
"","1112","get started link","Chromium","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","512","Validate GET users API","Firefox","2026-08-30","passed","2026-08-30","API Tests - ReqRes","api.spec.ts","",""
"","1692","has title","Firefox","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","1100","has title","Chromium","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","8076","get started link","WebKit","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","1871","get started link","Firefox","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","855","User can login successfully","Firefox","2026-08-30","passed","2026-08-30","Login Feature","login.spec.ts","",""
"","426","Validate GET users API","Chromium","2026-08-30","passed","2026-08-30","API Tests - ReqRes","api.spec.ts","",""
"","1152","User can login successfully","WebKit","2026-08-30","passed","2026-08-30","Login Feature","login.spec.ts","",""
"","92","Validate GET users API","WebKit","2026-08-30","passed","2026-08-30","API Tests - ReqRes","api.spec.ts","",""
"","7275","has title","WebKit","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
