"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1646","User can login successfully","WebKit","2026-06-30","passed","2026-06-30","Login Feature","login.spec.ts","",""
"","6931","get started link","WebKit","2026-06-30","passed","2026-06-30","","example.spec.ts","",""
"","3309","get started link","Firefox","2026-06-30","passed","2026-06-30","","example.spec.ts","",""
"","791","User can login successfully","Chromium","2026-06-30","passed","2026-06-30","Login Feature","login.spec.ts","",""
"","1159","User can login successfully","Firefox","2026-06-30","passed","2026-06-30","Login Feature","login.spec.ts","",""
"","88","Validate GET users API","Firefox","2026-06-30","passed","2026-06-30","API Tests - ReqRes","api.spec.ts","",""
"","2247","has title","Firefox","2026-06-30","passed","2026-06-30","","example.spec.ts","",""
"","931","get started link","Chromium","2026-06-30","passed","2026-06-30","","example.spec.ts","",""
"","5586","has title","WebKit","2026-06-30","passed","2026-06-30","","example.spec.ts","",""
"","826","has title","Chromium","2026-06-30","passed","2026-06-30","","example.spec.ts","",""
"","313","Validate GET users API","Chromium","2026-06-30","passed","2026-06-30","API Tests - ReqRes","api.spec.ts","",""
"","85","Validate GET users API","WebKit","2026-06-30","passed","2026-06-30","API Tests - ReqRes","api.spec.ts","",""
