"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81","Validate GET users API","WebKit","2026-06-20","passed","2026-06-20","API Tests - ReqRes","api.spec.ts","",""
"","95","Validate GET users API","Firefox","2026-06-20","passed","2026-06-20","API Tests - ReqRes","api.spec.ts","",""
"","366","Validate GET users API","Chromium","2026-06-20","passed","2026-06-20","API Tests - ReqRes","api.spec.ts","",""
"","2108","has title","Firefox","2026-06-20","passed","2026-06-20","","example.spec.ts","",""
"","6772","get started link","WebKit","2026-06-20","passed","2026-06-20","","example.spec.ts","",""
"","801","User can login successfully","Chromium","2026-06-20","passed","2026-06-20","Login Feature","login.spec.ts","",""
"","3097","get started link","Firefox","2026-06-20","passed","2026-06-20","","example.spec.ts","",""
"","5858","has title","WebKit","2026-06-20","passed","2026-06-20","","example.spec.ts","",""
"","1554","User can login successfully","Firefox","2026-06-20","passed","2026-06-20","Login Feature","login.spec.ts","",""
"","1265","get started link","Chromium","2026-06-20","passed","2026-06-20","","example.spec.ts","",""
"","1733","User can login successfully","WebKit","2026-06-20","passed","2026-06-20","Login Feature","login.spec.ts","",""
"","1130","has title","Chromium","2026-06-20","passed","2026-06-20","","example.spec.ts","",""
