"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1857","User can login successfully","WebKit","2026-08-12","passed","2026-08-12","Login Feature","login.spec.ts","",""
"","330","Validate GET users API","Chromium","2026-08-12","passed","2026-08-12","API Tests - ReqRes","api.spec.ts","",""
"","690","User can login successfully","Chromium","2026-08-12","passed","2026-08-12","Login Feature","login.spec.ts","",""
"","961","has title","Chromium","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","2147","has title","Firefox","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","2902","get started link","Firefox","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","1190","get started link","Chromium","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","1082","User can login successfully","Firefox","2026-08-12","passed","2026-08-12","Login Feature","login.spec.ts","",""
"","6906","has title","WebKit","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","102","Validate GET users API","Firefox","2026-08-12","passed","2026-08-12","API Tests - ReqRes","api.spec.ts","",""
"","97","Validate GET users API","WebKit","2026-08-12","passed","2026-08-12","API Tests - ReqRes","api.spec.ts","",""
"","8671","get started link","WebKit","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
