"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1729","User can login successfully","WebKit","2026-07-02","passed","2026-07-02","Login Feature","login.spec.ts","",""
"","2606","get started link","Firefox","2026-07-02","passed","2026-07-02","","example.spec.ts","",""
"","1245","get started link","Chromium","2026-07-02","passed","2026-07-02","","example.spec.ts","",""
"","116","Validate GET users API","Firefox","2026-07-02","passed","2026-07-02","API Tests - ReqRes","api.spec.ts","",""
"","6808","get started link","WebKit","2026-07-02","passed","2026-07-02","","example.spec.ts","",""
"","1152","User can login successfully","Firefox","2026-07-02","passed","2026-07-02","Login Feature","login.spec.ts","",""
"","321","Validate GET users API","Chromium","2026-07-02","passed","2026-07-02","API Tests - ReqRes","api.spec.ts","",""
"","127","Validate GET users API","WebKit","2026-07-02","passed","2026-07-02","API Tests - ReqRes","api.spec.ts","",""
"","874","User can login successfully","Chromium","2026-07-02","passed","2026-07-02","Login Feature","login.spec.ts","",""
"","2824","has title","Firefox","2026-07-02","passed","2026-07-02","","example.spec.ts","",""
"","1045","has title","Chromium","2026-07-02","passed","2026-07-02","","example.spec.ts","",""
"","5726","has title","WebKit","2026-07-02","passed","2026-07-02","","example.spec.ts","",""
