"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","248","Validate GET users API","Chromium","2026-08-09","passed","2026-08-09","API Tests - ReqRes","api.spec.ts","",""
"","6556","has title","WebKit","2026-08-09","passed","2026-08-09","","example.spec.ts","",""
"","1154","get started link","Chromium","2026-08-09","passed","2026-08-09","","example.spec.ts","",""
"","671","User can login successfully","Chromium","2026-08-09","passed","2026-08-09","Login Feature","login.spec.ts","",""
"","2522","has title","Firefox","2026-08-09","passed","2026-08-09","","example.spec.ts","",""
"","105","Validate GET users API","WebKit","2026-08-09","passed","2026-08-09","API Tests - ReqRes","api.spec.ts","",""
"","2865","get started link","Firefox","2026-08-09","passed","2026-08-09","","example.spec.ts","",""
"","79","Validate GET users API","Firefox","2026-08-09","passed","2026-08-09","API Tests - ReqRes","api.spec.ts","",""
"","7640","get started link","WebKit","2026-08-09","passed","2026-08-09","","example.spec.ts","",""
"","1775","User can login successfully","WebKit","2026-08-09","passed","2026-08-09","Login Feature","login.spec.ts","",""
"","1011","has title","Chromium","2026-08-09","passed","2026-08-09","","example.spec.ts","",""
"","979","User can login successfully","Firefox","2026-08-09","passed","2026-08-09","Login Feature","login.spec.ts","",""
